期間指定,2017/01/01～2017/12/31
株価指数,NKY/JPY
商品名,Product,取引日,前日清算価格,始値,高値,安値,終値,当日清算価格,前日比,金利相当額,配当相当額,取引数量,建玉数量
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-03-08,"19,353","19,354","19,411","19,187","19,289","19,300",-53,,,"20,517","186,543"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-03-09,"19,300","19,361","19,425","19,252","19,414","19,414",114,,,"14,491","186,781"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-03-10,"19,414","19,455","19,660","19,428","19,561","19,561",147,,,"34,495","184,195"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-03-13,"19,561","19,545","19,665","19,519","19,650","19,650",89,,,"13,678","183,778"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-03-14,"19,650","19,663","19,670","19,512","19,549","19,549",-101,,38,"14,238","186,233"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-03-15,"19,549","19,516","19,599","19,467","19,484","19,484",-65,,,"14,309","186,720"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-03-16,"19,484","19,474","19,626","19,422","19,471","19,471",-13,,,"23,463","189,511"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-03-17,"19,471","19,482","19,559","19,402","19,423","19,435",-36,,,"12,903","192,998"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-03-20,"19,435","19,517","19,541","19,367","19,418","19,418",-17,,,"10,445","194,601"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-03-21,"19,418","19,448","19,513","19,108","19,146","19,146",-272,,,"31,175","201,092"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-03-22,"19,146","19,167","19,215","18,938","19,105","19,105",-41,,,"30,233","204,968"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-03-23,"19,105","19,150","19,203","19,008","19,116","19,116",11,,,"14,009","206,351"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-03-24,"19,116","19,176","19,344","19,092","19,235","19,235",119,,,"19,669","204,996"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-03-27,"19,235","19,083","19,214","18,920","19,193","19,193",-42,,,"22,549","208,512"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-03-28,"19,193","19,254","19,409","19,120","19,378","19,378",185,,"13,197","25,575","210,818"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-03-29,"19,378","19,262","19,295","19,118","19,186","19,186",-192,,,"20,242","208,500"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-03-30,"19,186","19,171","19,232","19,033","19,203","19,203",17,,,"13,457","208,987"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-03-31,"19,203","19,209","19,219","18,893","19,006","19,006",-197,,,"22,246","212,262"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-04-03,"19,006","19,037","19,086","18,909","18,997","18,997",-9,,,"15,279","211,452"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-04-04,"18,997","18,987","18,987","18,694","18,894","18,908",-89,,,"30,308","213,345"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-04-05,"18,908","18,959","19,032","18,764","18,823","18,823",-85,,,"22,904","213,582"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-04-06,"18,823","18,798","18,802","18,536","18,747","18,747",-76,,,"37,166","214,936"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-04-07,"18,747","18,773","18,866","18,520","18,802","18,802",55,,,"29,974","213,443"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-04-10,"18,802","18,837","18,861","18,696","18,741","18,741",-61,,,"10,646","213,155"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-04-11,"18,741","18,746","18,777","18,560","18,645","18,645",-96,,,"20,955","213,948"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-04-12,"18,645","18,655","18,655","18,472","18,499","18,499",-146,,,"26,941","214,798"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-04-13,"18,499","18,454","18,528","18,300","18,341","18,341",-158,,,"29,604","215,265"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-04-14,"18,341","18,365","18,423","18,212","18,231","18,231",-110,,,"18,455","215,370"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-04-17,"18,231","18,247","18,488","18,202","18,474","18,474",243,,,"23,500","215,707"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-04-18,"18,474","18,490","18,552","18,274","18,333","18,333",-141,,,"24,546","217,678"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-04-19,"18,333","18,318","18,519","18,301","18,400","18,400",67,,,"17,470","215,619"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-04-20,"18,400","18,397","18,621","18,385","18,578","18,578",178,,,"17,449","215,619"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-04-21,"18,578","18,612","18,672","18,529","18,595","18,601",23,,,"12,675","213,429"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-04-24,"18,601","18,962","19,023","18,829","18,881","18,881",280,,,"25,730","207,344"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-04-25,"18,881","18,885","19,248","18,852","19,192","19,192",311,,,"24,888","205,144"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-04-26,"19,192","19,185","19,326","19,151","19,197","19,197",5,,,"24,481","203,595"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-04-27,"19,197","19,209","19,305","19,184","19,230","19,230",33,,,"11,685","202,258"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-04-28,"19,230","19,248","19,270","19,158","19,219","19,219",-11,,,"8,833","201,869"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-05-01,"19,219","19,185","19,378","19,161","19,343","19,343",124,,,"15,491","200,414"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-05-02,"19,343","19,353","19,524","19,324","19,462","19,462",119,,,"16,912","197,914"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-05-03,"19,462","19,433","19,630","19,414","19,598","19,598",136,,,"11,085","195,933"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-05-04,"19,598","19,593","19,681","19,500","19,583","19,583",-15,,,"16,769","195,684"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-05-05,"19,583","19,627","19,714","19,451","19,688","19,688",105,,,"19,850","194,820"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-05-08,"19,688","19,764","19,936","19,704","19,917","19,917",229,,11,"30,070","194,877"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-05-09,"19,917","19,908","20,039","19,840","19,969","19,977",60,,,"19,888","195,196"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-05-10,"19,977","19,929","19,982","19,867","19,957","19,957",-20,,,"12,993","196,019"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-05-11,"19,957","19,955","20,008","19,793","19,878","19,878",-79,,,"16,928","197,693"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-05-12,"19,878","19,877","19,959","19,792","19,818","19,818",-60,,,"14,061","197,619"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-05-15,"19,818","19,802","19,968","19,757","19,956","19,956",138,,,"15,063","194,463"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-05-16,"19,956","19,964","20,013","19,813","19,863","19,875",-81,,,"18,531","197,631"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-05-17,"19,875","19,814","19,865","19,453","19,464","19,464",-411,,,"35,745","198,851"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-05-18,"19,464","19,531","19,669","19,288","19,609","19,609",145,,,"42,827","199,799"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-05-19,"19,609","19,628","19,767","19,508","19,693","19,693",84,,,"22,488","198,997"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-05-22,"19,693","19,704","19,734","19,624","19,690","19,690",-3,,,"10,352","200,657"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-05-23,"19,690","19,697","19,789","19,590","19,772","19,772",82,,,"14,544","198,151"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-05-24,"19,772","19,799","19,803","19,692","19,740","19,733",-39,,,"10,620","200,641"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-05-25,"19,733","19,734","19,864","19,715","19,824","19,824",91,,,"15,000","198,968"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-05-26,"19,824","19,799","19,814","19,596","19,724","19,724",-100,,,"17,273","203,008"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-05-29,"19,724","19,740","19,756","19,632","19,690","19,690",-34,,,"6,992","202,223"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-05-30,"19,690","19,726","19,731","19,574","19,633","19,633",-57,,,"13,778","203,014"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-05-31,"19,633","19,656","19,729","19,593","19,679","19,679",46,,,"12,903","202,752"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-06-01,"19,679","19,711","19,939","19,678","19,923","19,923",244,,,"26,065","197,316"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-06-02,"19,923","19,943","20,249","19,920","20,183","20,183",260,,,"42,425","195,821"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-06-05,"20,183","20,115","20,235","20,092","20,157","20,168",-15,,,"11,819","197,148"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-06-06,"20,168","20,124","20,160","19,889","19,932","19,932",-236,,,"25,649","198,254"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-06-07,"19,932","19,952","20,030","19,904","20,008","20,008",76,,,"12,886","198,755"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-06-08,"20,008","20,018","20,081","19,895","20,039","20,039",31,,,"20,618","199,219"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-06-09,"20,039","20,028","20,110","19,854","19,935","19,935",-104,,,"27,825","202,172"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-06-12,"19,935","19,940","19,965","19,787","19,837","19,837",-98,,,"19,484","204,790"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-06-13,"19,837","19,878","19,971","19,838","19,952","19,952",115,,,"10,907","203,342"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-06-14,"19,952","19,985","20,017","19,748","19,895","19,895",-57,,,"25,117","207,765"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-06-15,"19,895","19,867","19,980","19,742","19,911","19,911",16,,,"24,645","207,889"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-06-16,"19,911","19,930","20,021","19,888","19,978","19,978",67,,,"24,420","203,854"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-06-19,"19,978","19,969","20,183","19,944","20,178","20,178",200,,,"22,451","202,162"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-06-20,"20,178","20,181","20,330","20,166","20,192","20,192",14,,,"27,994","201,419"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-06-21,"20,192","20,165","20,223","20,075","20,143","20,143",-49,,,"18,785","203,428"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-06-22,"20,143","20,121","20,203","20,075","20,131","20,142",-1,,,"10,292","204,439"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-06-23,"20,142","20,149","20,158","20,077","20,131","20,131",-11,,,"8,328","203,962"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-06-26,"20,131","20,119","20,243","20,100","20,217","20,217",86,,,"15,047","201,570"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-06-27,"20,217","20,240","20,257","20,137","20,181","20,181",-36,,"2,612","14,766","201,924"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-06-28,"20,181","20,153","20,231","20,065","20,228","20,228",47,,,"21,628","203,576"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-06-29,"20,228","20,285","20,285","19,865","19,983","19,983",-245,,,"37,412","205,346"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-06-30,"19,983","19,996","20,109","19,943","20,097","20,097",114,,,"21,488","205,767"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-07-03,"20,097","20,096","20,205","20,031","20,158","20,158",61,,,"12,353","203,005"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-07-04,"20,158","20,196","20,207","19,962","20,058","20,058",-100,,,"20,536","207,086"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-07-05,"20,058","20,038","20,148","19,889","20,098","20,098",40,,,"33,084","206,714"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-07-06,"20,098","20,090","20,090","19,875","19,915","19,915",-183,,,"24,907","213,732"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-07-07,"19,915","19,895","20,069","19,844","20,026","20,037",122,,,"22,226","211,919"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-07-10,"20,037","20,085","20,137","20,025","20,085","20,085",48,,,"14,582","209,137"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-07-11,"20,085","20,071","20,208","20,049","20,140","20,140",55,,,"19,206","204,675"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-07-12,"20,140","20,125","20,181","20,060","20,155","20,155",15,,,"15,191","206,489"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-07-13,"20,155","20,177","20,185","20,060","20,130","20,130",-25,,,"10,250","207,754"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-07-14,"20,130","20,153","20,161","20,029","20,056","20,056",-74,,,"12,900","209,739"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-07-17,"20,056","20,040","20,137","19,987","20,050","20,050",-6,,,"11,815","208,650"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-07-18,"20,050","20,070","20,083","19,907","19,982","19,982",-68,,,"19,811","215,306"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-07-19,"19,982","20,026","20,040","19,951","20,020","20,020",38,,,"9,426","213,344"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-07-20,"20,020","20,054","20,163","20,020","20,101","20,101",81,,,"23,077","207,678"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-07-21,"20,101","20,086","20,136","19,966","19,991","19,991",-110,,,"12,157","211,778"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-07-24,"19,991","19,984","20,000","19,880","19,970","19,970",-21,,,"17,315","216,711"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-07-25,"19,970","19,977","20,104","19,931","20,079","20,079",109,,,"15,990","213,877"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-07-26,"20,079","20,101","20,118","20,008","20,035","20,035",-44,,141,"12,195","211,813"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-07-27,"20,035","20,026","20,180","19,962","20,031","20,031",-4,,,"24,857","209,096"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-07-28,"20,031","20,018","20,044","19,933","19,965","19,965",-66,,,"15,067","214,759"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-07-31,"19,965","19,982","20,004","19,909","19,940","19,940",-25,,,"11,015","215,551"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-08-01,"19,940","19,970","20,051","19,925","20,016","20,016",76,,,"12,424","212,060"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-08-02,"20,016","20,078","20,111","20,009","20,072","20,072",56,,,"15,244","209,904"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-08-03,"20,072","20,055","20,064","19,964","19,969","19,969",-103,,,"10,074","212,214"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-08-04,"19,969","19,978","20,071","19,935","20,046","20,046",77,,,"13,951","211,364"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-08-07,"20,046","20,089","20,107","20,030","20,057","20,057",11,,,"6,563","211,526"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-08-08,"20,057","20,054","20,071","19,943","19,959","19,959",-98,,,"12,592","213,888"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-08-09,"19,959","19,941","19,944","19,664","19,750","19,750",-209,,,"41,731","225,182"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-08-10,"19,750","19,803","19,837","19,393","19,415","19,415",-335,,,"42,267","223,781"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-08-11,"19,415","19,414","19,507","19,296","19,383","19,395",-20,,,"28,383","223,656"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-08-14,"19,395","19,476","19,626","19,460","19,598","19,598",203,,,"21,334","223,425"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-08-15,"19,598","19,633","19,839","19,611","19,740","19,740",142,,,"25,091","221,457"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-08-16,"19,740","19,737","19,816","19,693","19,725","19,725",-15,,,"11,004","221,267"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-08-17,"19,725","19,707","19,744","19,485","19,489","19,489",-236,,,"18,309","221,987"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-08-18,"19,489","19,504","19,569","19,323","19,448","19,448",-41,,,"32,020","224,435"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-08-21,"19,448","19,548","19,548","19,271","19,332","19,332",-116,,,"22,724","226,791"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-08-22,"19,332","19,392","19,503","19,346","19,492","19,482",150,,,"16,882","226,332"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-08-23,"19,482","19,550","19,573","19,364","19,374","19,374",-108,,,"17,422","226,411"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-08-24,"19,374","19,356","19,437","19,323","19,408","19,408",34,,,"11,034","226,742"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-08-25,"19,408","19,438","19,553","19,380","19,471","19,461",53,,,"15,233","226,089"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-08-28,"19,461","19,464","19,543","19,411","19,480","19,480",19,,"1,152","8,822","227,451"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-08-29,"19,480","19,192","19,512","19,153","19,470","19,470",-10,,,"36,610","226,372"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-08-30,"19,470","19,491","19,598","19,433","19,580","19,580",110,,,"16,252","225,190"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-08-31,"19,580","19,580","19,747","19,559","19,690","19,690",110,,,"19,192","223,260"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-09-01,"19,690","19,715","19,753","19,622","19,705","19,705",15,,,"13,436","223,144"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-09-04,"19,705","19,592","19,630","19,424","19,523","19,523",-182,,,"22,556","226,508"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-09-05,"19,523","19,589","19,598","19,271","19,346","19,346",-177,,,"25,399","229,675"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-09-06,"19,346","19,359","19,491","19,250","19,454","19,454",108,,,"20,165","229,315"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-09-07,"19,454","19,481","19,494","19,350","19,413","19,413",-41,,,"14,532","228,630"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-09-08,"19,413","19,432","19,432","19,228","19,297","19,297",-116,,,"22,977","230,826"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2017-09-11,"19,297","19,455","19,700","19,410","19,697","19,686",389,,,"25,025","226,278"
