期間指定,2016/01/01～2016/12/31
株価指数,NKY/JPY
商品名,Product,取引日,前日清算価格,始値,高値,安値,終値,当日清算価格,前日比,金利相当額,配当相当額,取引数量,建玉数量
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2016-07-29,"16,571","16,564","16,709","16,105","16,321","16,321",-250,,,"28,620","162,591"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2016-08-01,"16,321","16,394","16,674","16,308","16,449","16,449",128,,,"11,350","162,318"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2016-08-02,"16,449","16,459","16,539","16,009","16,118","16,118",-331,,,"14,083","166,028"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2016-08-03,"16,118","16,144","16,280","15,953","16,071","16,071",-47,,,"11,190","167,441"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2016-08-04,"16,071","16,136","16,272","15,901","16,250","16,250",179,,,"11,305","166,103"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2016-08-05,"16,250","16,255","16,490","16,181","16,425","16,425",175,,,"10,338","165,191"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2016-08-08,"16,425","16,511","16,731","16,477","16,653","16,653",228,,,"11,305","164,791"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2016-08-09,"16,653","16,627","16,773","16,605","16,685","16,685",32,,,"6,442","164,115"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2016-08-10,"16,685","16,662","16,821","16,632","16,666","16,666",-19,,,"8,592","163,254"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2016-08-11,"16,666","16,630","16,921","16,587","16,859","16,859",193,,,"6,709","163,359"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2016-08-12,"16,859","16,835","16,940","16,775","16,812","16,812",-47,,,"8,008","162,133"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2016-08-15,"16,812","16,866","16,942","16,820","16,892","16,892",80,,,"4,265","162,463"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2016-08-16,"16,892","16,877","16,891","16,517","16,573","16,573",-319,,,"12,709","163,468"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2016-08-17,"16,573","16,615","16,760","16,552","16,660","16,660",87,,,"7,107","163,230"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2016-08-18,"16,660","16,625","16,736","16,473","16,551","16,538",-122,,,"8,247","164,846"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2016-08-19,"16,538","16,602","16,609","16,410","16,485","16,485",-53,,,"5,827","165,214"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2016-08-22,"16,485","16,577","16,631","16,490","16,533","16,545",60,,,"6,178","165,067"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2016-08-23,"16,545","16,579","16,661","16,441","16,550","16,550",5,,,"7,854","165,034"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2016-08-24,"16,550","16,601","16,641","16,510","16,565","16,565",15,,,"6,254","166,200"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2016-08-25,"16,565","16,574","16,660","16,480","16,500","16,500",-65,,,"5,523","166,157"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2016-08-26,"16,500","16,515","16,601","16,329","16,582","16,594",94,,"1,135","10,120","167,385"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2016-08-29,"16,594","16,622","16,771","16,605","16,692","16,692",98,,,"8,466","167,132"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2016-08-30,"16,692","16,689","16,862","16,660","16,842","16,842",150,,,"6,964","165,820"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2016-08-31,"16,842","16,830","16,910","16,795","16,897","16,897",55,,,"9,234","163,913"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2016-09-01,"16,897","16,850","17,059","16,836","16,936","16,950",53,,,"13,141","164,025"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2016-09-02,"16,950","16,909","17,153","16,831","17,112","17,102",152,,,"14,819","165,591"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2016-09-05,"17,102","17,149","17,160","16,983","17,009","17,009",-93,,,"6,830","165,373"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2016-09-06,"17,009","17,046","17,094","16,876","16,934","16,934",-75,,,"6,739","165,840"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2016-09-07,"16,934","16,937","17,015","16,875","16,938","16,938",4,,,"5,452","165,791"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2016-09-08,"16,938","16,977","17,004","16,812","16,976","16,976",38,,,"8,118","166,739"
