期間指定,2015/01/01～2015/12/31
株価指数,NKY/JPY
商品名,Product,取引日,前日清算価格,始値,高値,安値,終値,当日清算価格,前日比,金利相当額,配当相当額,取引数量,建玉数量
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-04-13,"20,033","20,006","20,006","19,835","19,879","19,879",-154,-3,,"29,990","168,862"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-04-14,"19,879","19,869","19,964","19,785","19,905","19,905",26,-3,,"23,420","169,126"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-04-15,"19,905","19,865","19,934","19,834","19,875","19,875",-30,-9,,"16,785","169,086"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-04-16,"19,875","19,865","19,908","19,763","19,824","19,824",-51,-3,,"24,109","169,067"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-04-17,"19,824","19,831","19,839","19,473","19,532","19,532",-292,-3,,"41,242","170,520"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-04-20,"19,532","19,586","19,738","19,500","19,696","19,696",164,-3,,"28,807","170,854"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-04-21,"19,696","19,701","20,071","19,691","20,009","20,009",313,-3,,"42,316","172,851"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-04-22,"20,009","19,995","20,249","19,975","20,244","20,244",235,-10,,"40,258","173,500"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-04-23,"20,244","20,245","20,270","20,105","20,148","20,153",-91,-3,,"26,357","174,450"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-04-24,"20,153","20,153","20,158","20,013","20,052","20,052",-101,-7,,"25,826","174,078"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-04-27,"20,052","20,069","20,154","19,916","20,045","20,045",-7,-3,,"28,622","174,222"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-04-28,"20,045","20,080","20,144","19,929","19,964","19,972",-73,,,"21,631","173,383"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-04-29,"19,972","19,985","20,003","19,641","19,817","19,817",-155,-20,,"29,861","173,814"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-04-30,"19,817","19,828","19,857","19,327","19,372","19,378",-439,-3,,"55,352","175,425"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-05-01,"19,378","19,448","19,751","19,408","19,725","19,725",347,,,"26,375","177,195"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-05-04,"19,725","19,721","19,798","19,590","19,781","19,781",56,,,"16,829","177,810"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-05-05,"19,781","19,760","19,785","19,321","19,380","19,372",-409,,,"31,218","177,325"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-05-06,"19,372","19,415","19,463","19,171","19,333","19,333",-39,-10,,"33,525","178,599"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-05-07,"19,333","19,319","19,467","19,038","19,358","19,358",25,-3,,"37,524","179,635"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-05-08,"19,358","19,370","19,702","19,298","19,675","19,673",315,-3,,"31,260","179,133"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-05-11,"19,673","19,662","19,687","19,572","19,586","19,586",-87,-3,,"15,872","179,836"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-05-12,"19,586","19,601","19,673","19,454","19,519","19,519",-67,-3,,"24,666","180,201"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-05-13,"19,519","19,534","19,847","19,501","19,656","19,663",144,-10,,"30,387","181,949"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-05-14,"19,663","19,660","19,725","19,472","19,677","19,677",14,-3,,"22,744","181,794"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-05-15,"19,677","19,687","19,864","19,605","19,797","19,797",120,-3,,"27,190","182,152"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-05-18,"19,797","19,788","19,982","19,747","19,978","19,978",181,-3,,"19,961","179,568"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-05-19,"19,978","19,987","20,189","19,944","20,141","20,141",163,-3,,"26,433","180,993"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-05-20,"20,141","20,141","20,296","20,111","20,261","20,261",120,-11,,"24,834","182,492"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-05-21,"20,261","20,255","20,327","20,144","20,242","20,255",-6,-3,,"27,235","182,688"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-05-22,"20,255","20,217","20,386","20,129","20,366","20,366",111,-4,,"26,020","185,039"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-05-25,"20,366","20,354","20,477","20,316","20,412","20,412",46,-3,,"19,196","185,252"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-05-26,"20,412","20,434","20,567","20,328","20,430","20,430",18,-3,,"37,407","184,511"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-05-27,"20,430","20,395","20,667","20,362","20,648","20,648",218,-12,,"33,884","184,193"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-05-28,"20,648","20,633","20,666","20,450","20,570","20,570",-78,-4,,"34,659","183,968"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-05-29,"20,570","20,530","20,643","20,379","20,434","20,437",-133,-4,,"30,376","184,189"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-06-01,"20,437","20,468","20,639","20,414","20,614","20,614",177,-4,,"23,952","184,722"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-06-02,"20,614","20,589","20,619","20,406","20,430","20,430",-184,-4,,"24,801","184,875"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-06-03,"20,430","20,424","20,608","20,399","20,575","20,580",150,-12,,"19,844","185,073"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-06-04,"20,580","20,567","20,567","20,364","20,430","20,438",-142,-4,,"23,665","184,881"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-06-05,"20,438","20,445","20,618","20,366","20,582","20,582",144,-4,,"26,952","183,227"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-06-08,"20,582","20,550","20,562","20,286","20,294","20,294",-288,-4,,"27,893","182,573"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-06-09,"20,294","20,312","20,350","19,934","20,077","20,069",-225,-4,,"38,265","181,711"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-06-10,"20,069","20,102","20,278","20,021","20,175","20,175",106,-14,,"32,603","183,796"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-06-11,"20,175","20,172","20,557","20,161","20,443","20,443",268,-4,,"32,457","184,310"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-06-12,"20,443","20,455","20,474","20,265","20,329","20,329",-114,-4,,"20,323","179,422"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-06-15,"20,329","20,283","20,411","20,216","20,370","20,370",41,-4,,"17,972","180,745"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-06-16,"20,370","20,355","20,378","20,137","20,302","20,302",-68,-4,,"22,272","180,543"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-06-17,"20,302","20,315","20,333","20,136","20,190","20,190",-112,-12,,"19,069","180,201"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-06-18,"20,190","20,223","20,238","19,892","20,120","20,120",-70,-4,,"41,565","180,878"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-06-19,"20,120","20,143","20,240","20,074","20,141","20,136",16,-4,,"18,873","178,615"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-06-22,"20,136","20,194","20,608","20,169","20,542","20,542",406,-4,,"38,302","180,003"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-06-23,"20,542","20,565","20,913","20,537","20,894","20,894",352,-4,,"41,850","181,141"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-06-24,"20,894","20,900","20,967","20,720","20,752","20,752",-142,-13,,"31,297","182,385"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-06-25,"20,752","20,764","20,881","20,741","20,750","20,741",-11,-4,"1,849","14,472","182,903"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-06-26,"20,741","20,765","20,897","20,666","20,853","20,853",112,-4,,"17,926","179,815"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-06-29,"20,853","20,370","20,372","20,051","20,071","20,071",-782,-3,,"53,961","176,105"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-06-30,"20,071","20,095","20,385","20,081","20,220","20,220",149,,,"30,472","176,617"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-07-01,"20,220","20,243","20,627","20,224","20,544","20,544",324,-10,,"30,494","175,279"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-07-02,"20,544","20,549","20,607","20,455","20,518","20,518",-26,-4,,"19,064","175,421"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-07-03,"20,518","20,504","20,571","20,435","20,477","20,477",-41,-4,,"14,950","174,906"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-07-06,"20,477","20,195","20,377","20,015","20,278","20,278",-199,-4,,"48,073","176,265"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-07-07,"20,278","20,321","20,465","20,097","20,427","20,427",149,-4,,"39,067","175,161"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-07-08,"20,427","20,382","20,383","19,226","19,306","19,306","-1,121",-11,,"94,169","189,062"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-07-09,"19,306","19,367","19,911","19,114","19,681","19,681",375,-4,,"53,441","185,925"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-07-10,"19,681","19,905","20,148","19,723","20,098","20,089",408,-4,,"38,985","182,132"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-07-13,"20,089","20,009","20,402","19,914","20,387","20,387",298,-4,,"38,259","177,693"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-07-14,"20,387","20,354","20,527","20,325","20,508","20,508",121,-4,,"22,756","174,181"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-07-15,"20,508","20,487","20,623","20,402","20,521","20,530",22,-17,,"19,745","171,349"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-07-16,"20,530","20,614","20,702","20,518","20,676","20,676",146,-4,,"21,327","169,646"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-07-17,"20,676","20,679","20,732","20,603","20,702","20,711",35,,,"15,212","168,524"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-07-20,"20,711","20,720","20,819","20,680","20,789","20,789",78,-4,,"10,919","169,270"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-07-21,"20,789","20,765","20,855","20,603","20,699","20,699",-90,-4,,"21,628","165,007"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-07-22,"20,699","20,647","20,689","20,530","20,624","20,624",-75,-12,,"20,951","166,181"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-07-23,"20,624","20,659","20,709","20,517","20,565","20,559",-65,-4,,"11,182","166,310"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-07-24,"20,559","20,602","20,639","20,347","20,381","20,381",-178,-4,,"18,033","165,867"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-07-27,"20,381","20,386","20,502","20,050","20,162","20,162",-219,-4,,"35,350","170,521"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-07-28,"20,162","20,173","20,434","20,073","20,361","20,367",205,-4,106,"29,481","170,073"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-07-29,"20,367","20,360","20,530","20,206","20,477","20,477",110,-12,,"20,517","169,184"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-07-30,"20,477","20,465","20,592","20,432","20,561","20,552",75,-4,,"21,403","168,874"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-07-31,"20,552","20,536","20,605","20,464","20,562","20,556",4,-3,,"11,702","166,791"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-08-03,"20,556","20,571","20,571","20,385","20,511","20,511",-45,-4,,"17,866","166,922"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-08-04,"20,511","20,473","20,566","20,416","20,549","20,549",38,-4,,"15,859","166,738"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-08-05,"20,549","20,506","20,826","20,475","20,751","20,757",208,-13,,"32,529","168,876"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-08-06,"20,757","20,764","20,809","20,578","20,650","20,650",-107,-4,,"17,983","169,546"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-08-07,"20,650","20,633","20,754","20,572","20,650","20,650",,-4,,"20,372","169,839"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-08-10,"20,650","20,635","20,912","20,604","20,900","20,900",250,-4,,"27,387","170,701"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-08-11,"20,900","20,905","20,938","20,551","20,640","20,645",-255,-4,,"37,368","169,057"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-08-12,"20,645","20,616","20,704","20,059","20,391","20,391",-254,-12,,"54,684","174,805"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-08-13,"20,391","20,377","20,676","20,295","20,605","20,611",220,-4,,"31,129","170,384"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-08-14,"20,611","20,563","20,623","20,472","20,580","20,580",-31,-4,,"11,118","170,738"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-08-17,"20,580","20,590","20,682","20,533","20,665","20,675",95,-4,,"18,709","168,080"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-08-18,"20,675","20,664","20,666","20,449","20,474","20,470",-205,-4,,"16,868","173,105"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-08-19,"20,470","20,487","20,533","20,092","20,141","20,141",-329,-12,,"35,227","181,950"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-08-20,"20,141","20,143","20,257","19,648","19,661","19,661",-480,-4,,"59,898","189,205"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-08-21,"19,661","19,651","19,714","18,913","18,928","18,928",-733,-3,,"81,435","187,418"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-08-24,"18,928","18,857","19,108","17,157","17,906","17,906","-1,022",-3,,"191,392","155,694"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-08-25,"17,906","17,987","18,862","17,650","17,713","17,713",-193,-3,,"100,646","156,082"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-08-26,"17,713","17,780","18,765","17,679","18,765","18,765","1,052",-12,982,"57,491","154,530"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-08-27,"18,765","18,727","19,066","18,478","19,005","19,005",240,-3,,"40,809","154,879"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-08-28,"19,005","19,041","19,200","18,940","19,158","19,158",153,-3,,"31,817","155,533"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-08-31,"19,158","19,033","19,062","18,742","18,814","18,802",-356,-3,,"30,368","156,052"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-09-01,"18,802","18,826","18,831","17,738","17,788","17,781","-1,021",-3,,"82,357","156,984"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-09-02,"17,781","17,853","18,477","17,828","18,305","18,305",524,-11,,"47,400","156,586"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2015-09-03,"18,305","18,415","18,497","18,173","18,244","18,234",-71,-3,,"29,427","156,413"
