期間指定,2011/01/01～2011/12/31
株価指数,NKY/JPY
商品名,Product,取引日,前日清算価格,始値,高値,安値,終値,当日清算価格,前日比,金利相当額,配当相当額,取引数量,建玉数量
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-01-24,"10,304","10,313","10,399","10,279","10,391","10,391",87,-1,,"2,340","5,576"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-01-25,"10,391","10,393","10,492","10,354","10,437","10,437",46,-1,,"5,832","5,449"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-01-26,"10,437","10,418","10,471","10,397","10,438","10,438",1,-4,32,"1,700","5,376"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-01-27,"10,438","10,443","10,525","10,423","10,498","10,510",72,-1,,"2,963","5,368"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-01-28,"10,510","10,506","10,506","10,211","10,227","10,212",-298,-1,,"5,567","5,887"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-01-31,"10,212","10,237","10,295","10,178","10,241","10,236",24,-1,,"3,514","6,023"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-02-01,"10,236","10,240","10,375","10,240","10,338","10,338",102,-1,,"2,908","6,334"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-02-02,"10,338","10,338","10,500","10,338","10,459","10,467",129,-4,,"3,186","6,544"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-02-03,"10,467","10,445","10,527","10,415","10,517","10,507",40,-1,,"2,340","6,765"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-02-04,"10,507","10,508","10,637","10,495","10,635","10,635",128,-1,,"3,567","7,223"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-02-07,"10,635","10,630","10,679","10,574","10,652","10,652",17,-1,,"3,261","8,072"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-02-08,"10,652","10,642","10,686","10,612","10,677","10,682",30,-5,,"2,024","8,270"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-02-09,"10,682","10,695","10,700","10,564","10,606","10,613",-69,-1,,"5,245","8,215"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-02-10,"10,613","10,624","10,688","10,547","10,673","10,673",60,-1,,"5,087","8,471"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-02-11,"10,673",,,,,"10,673",,,,,"8,471"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-02-14,"10,673","10,706","10,770","10,675","10,747","10,747",74,-1,,"5,095","8,093"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-02-15,"10,747","10,728","10,783","10,713","10,759","10,759",12,-1,36,"3,463","7,961"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-02-16,"10,759","10,757","10,905","10,741","10,870","10,870",111,-4,,"5,520","8,565"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-02-17,"10,870","10,871","10,890","10,810","10,862","10,862",-8,-1,,"2,690","8,710"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-02-18,"10,862","10,857","10,871","10,811","10,845","10,845",-17,-1,,"2,062","8,957"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-02-21,"10,845","10,863","10,876","10,728","10,735","10,735",-110,-1,,"12,669","6,180"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-02-22,"10,735","10,746","10,757","10,508","10,523","10,523",-212,-1,,"6,936","6,001"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-02-23,"10,523","10,559","10,663","10,448","10,567","10,558",35,-4,579,"5,474","6,029"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-02-24,"10,558","10,557","10,557","10,331","10,432","10,432",-126,-1,,"4,218","5,445"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-02-25,"10,432","10,439","10,562","10,430","10,538","10,548",116,-1,,"2,408","5,657"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-02-28,"10,548","10,543","10,705","10,446","10,673","10,673",125,-1,,"3,931","5,313"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-03-01,"10,673","10,673","10,782","10,594","10,613","10,613",-60,-1,,"5,585","4,606"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-03-02,"10,613","10,622","10,626","10,477","10,517","10,526",-87,-4,,"3,941","4,391"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-03-03,"10,526","10,516","10,731","10,505","10,727","10,727",201,-1,,"3,889","4,221"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-03-04,"10,727","10,749","10,771","10,552","10,642","10,636",-91,-1,,"6,597","3,467"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-03-07,"10,636","10,662","10,662","10,420","10,433","10,433",-203,-1,,"5,190","4,168"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-03-08,"10,433","10,483","10,620","10,466","10,576","10,576",143,-1,,"4,755","3,900"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-03-09,"10,576","10,594","10,669","10,530","10,601","10,601",25,-4,,"5,195","5,052"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-03-10,"10,601","10,564","10,579","10,356","10,357","10,357",-244,-1,,"6,769","6,090"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-03-11,"10,357","10,378","10,394","9,976","10,050","10,050",-307,-1,,"13,539","6,443"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-03-14,"10,050","9,785","9,826","9,211","9,410","9,438",-612,-1,,"30,528","6,722"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-03-15,"9,438","9,349","9,362","7,938","9,053","9,053",-385,-1,,"19,529","7,198"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-03-16,"9,053","8,999","9,169","8,429","8,606","8,606",-447,-4,,"17,636","6,195"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-03-17,"8,606","8,488","9,090","8,400","8,897","8,927",321,-1,,"15,487","6,468"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-03-18,"8,927","8,945","9,375","8,917","9,330","9,330",403,-1,,"9,749","6,197"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-03-21,"9,330",,,,,"9,330",,,,,"6,197"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-03-22,"9,330","9,583","9,631","9,466","9,625","9,619",289,-1,,"5,684","6,576"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-03-23,"9,619","9,601","9,610","9,385","9,485","9,498",-121,-3,,"4,770","6,938"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-03-24,"9,498","9,502","9,630","9,390","9,620","9,605",107,-1,,"6,225","7,430"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-03-25,"9,605","9,604","9,612","9,474","9,481","9,481",-124,-1,,"3,132","7,053"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-03-28,"9,481","9,490","9,561","9,410","9,452","9,447",-34,-1,"8,541","1,812","7,264"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-03-29,"9,447","9,377","9,504","9,319","9,498","9,489",42,-1,,"2,146","7,022"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-03-30,"9,489","9,490","9,805","9,476","9,771","9,771",282,-4,,"5,547","6,339"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-03-31,"9,771","9,778","9,793","9,659","9,709","9,722",-49,-1,,"2,149","6,061"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-04-01,"9,722","9,726","9,831","9,688","9,805","9,823",101,-1,,"3,929","6,100"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-04-04,"9,823","9,801","9,821","9,708","9,729","9,729",-94,-1,,"1,749","6,038"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-04-05,"9,729","9,722","9,736","9,567","9,664","9,664",-65,-1,,"2,559","6,050"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-04-06,"9,664","9,667","9,712","9,564","9,657","9,657",-7,-3,,"2,261","6,765"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-04-07,"9,657","9,657","9,693","9,402","9,510","9,510",-147,-1,,"4,628","6,733"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-04-08,"9,510","9,512","9,814","9,479","9,700","9,709",199,-1,,"5,249","7,306"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-04-11,"9,709","9,769","9,774","9,599","9,631","9,631",-78,-1,,"3,725","6,342"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-04-12,"9,631","9,644","9,644","9,482","9,510","9,510",-121,-1,,"2,707","5,701"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-04-13,"9,510","9,505","9,669","9,482","9,599","9,599",89,-3,,"2,539","5,305"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-04-14,"9,599","9,590","9,678","9,551","9,618","9,618",19,-1,,"1,664","5,143"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-04-15,"9,618","9,627","9,649","9,549","9,570","9,570",-48,-1,,"1,326","5,193"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-04-18,"9,570","9,589","9,607","9,362","9,500","9,500",-70,-1,,"2,835","5,213"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-04-19,"9,500","9,473","9,496","9,389","9,496","9,496",-4,-1,,"1,908","5,001"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-04-20,"9,496","9,543","9,704","9,503","9,690","9,678",182,-3,,"3,882","6,627"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-04-21,"9,678","9,712","9,729","9,642","9,658","9,664",-14,-1,,"2,200","6,295"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-04-22,"9,664","9,635","9,729","9,617","9,691","9,691",27,-1,,864,"6,246"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-04-25,"9,691","9,681","9,744","9,640","9,646","9,658",-33,-1,,"1,635","6,317"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-04-26,"9,658","9,662","9,685","9,536","9,640","9,640",-18,-5,,"2,426","5,513"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-04-27,"9,640","9,643","9,761","9,621","9,729","9,735",95,-5,,"2,570","6,388"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-04-28,"9,735","9,761","9,950","9,717","9,950","9,943",208,-4,,"4,028","7,811"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-04-29,"9,943",,,,,"9,943",,,,,"7,811"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-05-02,"9,943","9,922","10,047","9,920","9,971","9,971",28,-1,,"2,236","8,359"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-05-03,"9,971",,,,,"9,971",,,,,"8,359"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-05-04,"9,971",,,,,"9,971",,,,,"8,359"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-05-05,"9,971",,,,,"9,971",,,,,"8,359"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-05-06,"9,971","9,781","9,927","9,760","9,810","9,805",-166,-1,,"4,807","9,409"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-05-09,"9,805","9,826","9,898","9,774","9,800","9,795",-10,-1,,"1,100","9,450"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-05-10,"9,795","9,798","9,917","9,758","9,903","9,903",108,-1,,"2,802","10,290"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-05-11,"9,903","9,917","9,942","9,724","9,777","9,777",-126,-4,,"2,353","10,436"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-05-12,"9,777","9,750","9,840","9,651","9,752","9,752",-25,-1,,"4,377","8,956"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-05-13,"9,752","9,750","9,768","9,549","9,597","9,592",-160,-1,,"4,946","8,364"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-05-16,"9,592","9,579","9,628","9,513","9,533","9,533",-59,-1,,"1,535","8,340"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-05-17,"9,533","9,515","9,614","9,502","9,602","9,612",79,-1,,"2,608","8,881"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-05-18,"9,612","9,608","9,721","9,590","9,708","9,708",96,-3,,"1,844","8,916"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-05-19,"9,708","9,718","9,730","9,595","9,631","9,631",-77,-1,,"2,944","8,469"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-05-20,"9,631","9,635","9,668","9,523","9,545","9,545",-86,-1,,"2,398","8,458"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-05-23,"9,545","9,533","9,540","9,382","9,427","9,415",-130,-1,,"2,868","8,087"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-05-24,"9,415","9,413","9,536","9,391","9,495","9,489",74,-1,,"1,428","8,264"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-05-25,"9,489","9,476","9,527","9,412","9,495","9,501",12,-3,,"1,284","8,309"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-05-26,"9,501","9,493","9,576","9,480","9,541","9,551",50,-1,40,"2,365","8,183"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-05-27,"9,551","9,552","9,592","9,483","9,507","9,500",-51,-1,,"1,787","7,758"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-05-30,"9,500","9,499","9,539","9,453","9,498","9,490",-10,-1,,"1,519","7,976"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-05-31,"9,490","9,501","9,748","9,481","9,742","9,742",252,-1,,"3,628","8,581"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-06-01,"9,742","9,747","9,755","9,553","9,564","9,571",-171,-3,,"2,169","8,710"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-06-02,"9,571","9,570","9,588","9,505","9,555","9,562",-9,-1,,"2,007","8,512"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-06-03,"9,562","9,555","9,601","9,432","9,466","9,466",-96,-1,,"2,533","8,359"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-06-06,"9,466","9,480","9,494","9,330","9,350","9,350",-116,-1,,"2,565","8,190"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-06-07,"9,350","9,363","9,489","9,353","9,403","9,403",53,-1,,"2,141","8,566"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-06-08,"9,403","9,423","9,469","9,375","9,395","9,389",-14,-3,,"1,077","8,768"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-06-09,"9,389","9,398","9,556","9,381","9,540","9,540",151,-1,,"2,154","9,171"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-06-10,"9,540","9,548","9,628","9,407","9,433","9,433",-107,-1,,"3,712","9,045"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-06-13,"9,433","9,429","9,471","9,390","9,434","9,428",-5,-1,,"1,682","9,361"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-06-14,"9,428","9,459","9,628","9,432","9,597","9,603",175,-1,,"2,471","9,919"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-06-15,"9,603","9,614","9,614","9,448","9,484","9,484",-119,-3,,"2,079","9,666"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-06-16,"9,484","9,491","9,499","9,350","9,407","9,407",-77,-1,,"3,062","8,980"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-06-17,"9,407","9,442","9,456","9,307","9,396","9,387",-20,-1,,"2,535","8,925"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-06-20,"9,387","9,365","9,436","9,341","9,427","9,427",40,-1,,"1,082","9,161"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-06-21,"9,427","9,439","9,555","9,385","9,545","9,545",118,-1,,"3,266","9,674"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-06-22,"9,545","9,530","9,658","9,518","9,577","9,577",32,-3,,"2,852","10,130"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-06-23,"9,577","9,566","9,657","9,503","9,607","9,599",22,-1,,"3,371","10,216"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-06-24,"9,599","9,607","9,718","9,587","9,626","9,626",27,-1,,"2,905","10,820"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-06-27,"9,626","9,609","9,686","9,574","9,648","9,648",22,-1,863,"2,856","10,243"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-06-28,"9,648","9,673","9,759","9,634","9,759","9,759",111,-1,,"2,534","9,638"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-06-29,"9,759","9,755","9,866","9,737","9,849","9,849",90,-4,,"3,140","10,737"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-06-30,"9,849","9,859","9,928","9,786","9,878","9,878",29,-1,,"2,759","11,349"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-07-01,"9,878","9,893","10,006","9,839","9,986","9,986",108,-1,,"2,783","11,631"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-07-04,"9,986","9,993","10,008","9,942","9,977","9,977",-9,-1,,"2,591","11,973"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-07-05,"9,977","9,984","10,018","9,952","9,999","9,999",22,-1,,787,"12,107"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-07-06,"9,999","10,004","10,088","9,973","10,053","10,046",47,-4,,"2,572","11,977"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-07-07,"10,046","10,063","10,204","10,029","10,185","10,185",139,-1,,"2,603","11,936"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-07-08,"10,185","10,195","10,195","10,007","10,063","10,063",-122,-1,,"3,161","11,726"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-07-11,"10,063","10,026","10,114","9,872","9,906","9,897",-166,-1,,"3,465","12,676"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-07-12,"9,897","9,917","9,974","9,784","9,816","9,816",-81,-1,,"3,396","12,642"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-07-13,"9,816","9,827","10,023","9,827","9,930","9,930",114,-5,,"2,660","12,795"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-07-14,"9,930","9,934","10,004","9,878","9,906","9,906",-24,-1,,"3,540","13,357"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-07-15,"9,906","9,941","10,019","9,911","9,983","9,983",77,-1,,"2,008","13,617"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-07-18,"9,983",,,,,"9,983",,,,,"13,617"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-07-19,"9,983","9,891","10,005","9,879","10,001","10,001",18,-1,,"1,774","13,807"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-07-20,"10,001","10,006","10,050","9,987","10,038","10,038",37,-4,,"1,305","13,933"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-07-21,"10,038","10,048","10,124","9,978","10,106","10,106",68,-1,,"2,611","14,558"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-07-22,"10,106","10,120","10,172","10,088","10,142","10,150",44,-1,,"1,921","15,163"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-07-25,"10,150","10,087","10,112","10,038","10,070","10,070",-80,-1,,"2,513","15,860"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-07-26,"10,070","10,067","10,140","10,047","10,052","10,071",1,-1,40,"1,540","16,146"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-07-27,"10,071","10,061","10,075","9,912","9,931","9,931",-140,-4,,"1,993","15,902"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-07-28,"9,931","9,936","9,968","9,853","9,881","9,881",-50,-1,,"3,560","16,830"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-07-29,"9,881","9,880","9,914","9,753","9,823","9,823",-58,-1,,"3,090","17,368"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-08-01,"9,823","9,947","10,043","9,738","9,821","9,821",-2,-1,,"4,093","17,625"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-08-02,"9,821","9,846","9,884","9,660","9,665","9,665",-156,-1,,"3,271","18,701"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-08-03,"9,665","9,691","9,692","9,517","9,657","9,657",-8,-3,,"3,469","19,157"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-08-04,"9,657","9,694","9,773","9,305","9,314","9,320",-337,-1,,"5,393","19,316"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-08-05,"9,320","9,311","9,463","9,113","9,309","9,309",-11,-1,,"8,219","19,751"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-08-08,"9,309","9,162","9,255","8,743","8,792","8,783",-526,-1,,"5,893","20,638"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-08-09,"8,783","8,757","9,153","8,655","9,142","9,142",359,-1,,"9,418","20,191"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-08-10,"9,142","9,171","9,195","8,739","8,761","8,747",-395,-3,,"3,753","20,255"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-08-11,"8,747","8,787","9,140","8,763","9,053","9,053",306,-1,,"3,827","20,060"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-08-12,"9,053","9,121","9,121","8,850","9,044","9,031",-22,-1,,"2,456","19,985"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-08-15,"9,031","9,076","9,156","9,027","9,156","9,156",125,-1,,"1,290","20,007"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-08-16,"9,156","9,141","9,154","8,985","9,069","9,058",-98,-1,36,"1,787","20,018"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-08-17,"9,058","9,046","9,108","8,997","9,041","9,041",-17,-3,,921,"20,171"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-08-18,"9,041","9,036","9,048","8,667","8,742","8,742",-299,-1,,"3,258","20,183"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-08-19,"8,742","8,752","8,795","8,593","8,614","8,614",-128,-1,,"3,482","20,232"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-08-22,"8,614","8,654","8,777","8,596","8,661","8,661",47,-1,,"2,487","20,132"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-08-23,"8,661","8,680","8,849","8,632","8,837","8,837",176,-1,,"1,842","20,474"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-08-24,"8,837","8,824","8,834","8,623","8,771","8,771",-66,-3,,"2,319","20,603"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-08-25,"8,771","8,760","8,865","8,717","8,732","8,732",-39,-1,,"2,212","20,861"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-08-26,"8,732","8,731","8,818","8,639","8,788","8,788",56,-1,491,"2,191","20,804"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-08-29,"8,788","8,789","8,961","8,753","8,953","8,947",159,-1,,"2,083","20,190"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-08-30,"8,947","8,959","8,999","8,872","8,936","8,922",-25,-1,,"1,495","20,045"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-08-31,"8,922","8,908","9,085","8,898","9,023","9,034",112,-3,,"2,041","19,620"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-09-01,"9,034","9,030","9,098","8,983","8,997","9,003",-31,-1,,"1,976","19,581"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-09-02,"9,003","8,997","9,010","8,801","8,820","8,828",-175,-1,,"3,366","19,529"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-09-05,"8,828","8,809","8,841","8,654","8,673","8,683",-145,-1,,"1,872","19,659"
"日経 225 証拠金取引","Nikkei 225 Daily Futures contract",2011-09-06,"8,683","8,682","8,727","8,588","8,727","8,727",44,-1,,"2,990","19,570"
