trading_day,target,wd_Monday,wd_Thursday,wd_Wednesday,wd_Thursday,wd_Friday,up_flg,down_flg,up_cnt_rolling5_0.0,up_cnt_rolling5_1.0,up_cnt_rolling5_2.0,up_cnt_rolling5_3.0,up_cnt_rolling5_4.0,up_cnt_rolling5_5.0,up_must_length,down_must_length,box_length,RCI9_p,RCI9_m,RCI9_slope_p,RCI9_slope_m,RSI,RSI_slope,cross_25_50_-1,cross_25_50_1,cross_25_75_-1,cross_25_75_1,cross_50_75_-1,cross_50_75_1,MA25_slope_p,MA25_slope_m,MA50_slope_p,MA50_slope_m,MA75_slope_p,MA75_slope_m,MA25_dev_p,MA25_dev_m,BLGR_sigma_p_dev_p,BLGR_sigma_p_dev_m,BLGR_2sigma_p_dev_p,BLGR_2sigma_p_dev_m,BLGR_sigma_m_dev_p,BLGR_sigma_m_dev_m,BLGR_2sigma_m_dev_p,BLGR_2sigma_m_dev_m
2011-04-22,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.043428571428571434,0.01637852593266606,0.04643449419568823,0.08333333333333337,1.0,0.0,0.2857142857142859,0.4681061078042613,0.6055238063098437,0,0,0,0,0,0,0.29693343305906994,0.9999999999999999,0.0,0.8016475178842525,0.0,0.8170948867972646,0.07893061609318,1.0,0.0,0.987405835389383,0.0,0.9381955587620258,0.12702423834711585,1.0,0.13348014077363832,0.9999999999999999
2011-04-25,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.07200000000000001,0.00545950864422202,0.02902155887230514,0.0,0.8333333333333334,0.0,0.6785714285714285,0.4452869215940357,0.5430244646500918,0,0,0,0,0,0,0.11817501869858943,0.9999999999999999,0.0,0.7773683069585907,0.0,0.7781734927499322,0.028919332403037994,1.0,0.0,0.9604956469395031,0.0,0.9244849514136565,0.08159324317344696,1.0,0.09630332906704359,0.9999999999999999
2011-04-26,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.026285714285714287,0.09463148316651501,0.01824212271973466,0.0,0.7083333333333333,0.0,0.8928571428571427,0.4421275675501536,0.5743221625711157,0,0,0,0,0,0,0.005609573672404249,0.9999999999999999,0.0,0.7600260134402891,0.0,0.7830068684813112,0.0232032854800303,1.0,0.0,0.9563202999931828,0.0,0.921272040318901,0.07753369062093789,1.0,0.09360601303932213,0.9999999999999999
2011-04-27,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.036571428571428574,0.020018198362147407,0.0713101160862355,0.0,0.8749999999999999,0.13793103448275856,0.9999999999999999,0.49258680175693637,0.6596808962480978,0,0,0,0,0,0,0.09124906507103883,0.9999999999999999,0.0,0.7767179709516594,0.0,0.8084456881200566,0.09171570434374988,1.0,0.01363969780914971,1.0,0.0,0.9596400860785738,0.1262889037052198,1.0,0.12606946285084575,0.9999999999999999
2011-04-28,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0.0,0.040036396724294813,0.15671641791044777,0.0,0.7499999999999998,0.0,0.8928571428571427,0.5993651209223947,0.7493387169919942,0,0,0,0,0,0,0.12341062079282546,0.9999999999999999,0.0,0.8005636245393537,0.0,0.8455863647926942,0.27107343541451984,1.0,0.2672212380937063,1.0,0.23722203519466453,1.0,0.268532510653077,1.0,0.23106521060730775,0.9999999999999999
2011-05-02,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.08685714285714287,0.0018198362147406734,0.0406301824212272,0.0,0.7083333333333333,0.0,0.9642857142857143,0.6084905803395797,0.5938791138953913,0,0,0,0,0,0,0.1832460732984311,0.9999999999999999,0.0,0.806850205939743,0.0,0.8397354362757654,0.2717299590908241,1.0,0.2509296853845515,1.0,0.16692827606622385,1.0,0.2772709188624638,1.0,0.242748163306427,0.9999999999999999
2011-05-06,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.13371428571428573,0.01910828025477707,0.02404643449419569,0.0,0.7083333333333333,0.0,0.9999999999999999,0.5112972446497612,0.4246236744576739,0,0,0,0,0,0,0.13388182498129753,0.9999999999999999,0.0,0.7756340776067605,0.0,0.8079369117272817,0.12042936505522496,1.0,0.020498124478561395,1.0,0.0,0.9491382622877181,0.16508767144143027,1.0,0.16486137004290513,0.9999999999999999
2011-05-09,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0822857142857143,0.023657870791628753,0.02155887230514096,0.0,0.5,0.0,0.8214285714285715,0.5055683325209347,0.570231524764411,0,0,0,0,0,0,0.11293941660433639,0.9999999999999999,0.0,0.797311944504677,0.0,0.800305265835658,0.10129853062193885,1.0,0.0,0.9974567124936915,0.0,0.9413789040867749,0.14942015471202671,1.0,0.15297433720501902,0.9999999999999999
2011-05-10,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.016,0.03639672429481347,0.08706467661691543,0.0,0.5416666666666665,0.03448275862068953,0.9999999999999999,0.558227931096357,0.6631837918345495,0,0,0,0,0,0,0.04936424831713358,0.9999999999999999,0.0,0.8655972252330243,0.0,0.8448232002035144,0.185200355661338,1.0,0.11659290119168302,1.0,0.0,0.9808725257488141,0.21433256274743395,1.0,0.1998829248401246,0.9999999999999999
2011-05-11,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.028571428571428574,0.048225659690627844,0.11608623548922056,0.0,0.7083333333333333,0.1379310344827586,0.9999999999999999,0.4836764898499005,0.4606687010200676,0,0,0,0,0,0,0.025430067314877722,0.9999999999999999,0.0,0.8287448515066234,0.0,0.7977613838718182,0.07458844168820339,1.0,0.0,0.9737551674338388,0.0,0.9201224597661668,0.13481085639031404,1.0,0.14637258423503782,0.9999999999999999
